From	To
P42787-7	NM_001297814.1
P42787-7	NM_206597.2
P42787-8	NM_001144669.2
O75976-2	NM_001199775.1
Q66K79-2	NM_003652.3
Q66K79-3	NM_001014448.2
Q92793-2	NM_001079846.1
P16152-2	NM_001286789.1
G5EFH8-2	NM_001270163.1
P35520-2	XM_011529777.1
Q91WT9-2	NM_001271353.1
Q91WT9-2	NM_178224.3
P32232-2	NM_012522.2
Q14781-2	NM_032647.3
G5EDE2-2	NM_001027482.2
G5EDE2-3	NM_001027483.2
A6QQS3-2	NM_001102297.2
Q8NA61-2	NM_001286342.1
Q32MG2-2	NM_026457.2
Q32MG2-3	NM_001164141.1
Q32MG2-3	XM_011245167.1
Q32MG2-3	XM_011245168.1
Q9UK00-2	NM_001171743.2
Q9UK00-2	XM_011533790.1
Q9UK00-2	XM_017006547.1
Q8ND61-2	NM_001184957.1
Q8ND61-2	NM_001184958.1
Q6P1S2-2	NM_173657.2
Q8WV48-2	NM_001195201.1
Q8WV48-3	NM_001195217.1
Q8WV48-5	NM_001195200.1
Q8TBZ0-2	NM_001145411.1
Q8NEF3-2	NM_001040440.2
Q8IYX3-3	NM_001331066.1
Q8IWD4-3	NM_001284263.1
Q8IWD4-4	NM_001284264.1
Q96HB5-2	NM_001163323.2
Q96HB5-4	NM_001163321.2
Q96HB5-5	NM_001163322.2
Q6ZUS5-2	NM_001142683.2
Q86Z20-2	NM_001297697.1
Q86Z20-2	XM_005248463.3
Q8BIS8-2	NM_001311112.1
Q3TC33-2	NM_001168658.1
Q8C7V8-2	NM_001326588.1
Q96JN2-3	NM_001201372.1
Q96M89-2	NM_001303105.1
Q17RM4-2	NM_032779.3
Q8NFR7-3	NM_001301685.1
Q6ZUS6-5	NM_173463.5
Q6ZUS6-5	XM_017008827.1
Q9UNH5-2	NM_033312.2
Q9UNH5-3	NM_033313.2
Q9UNH5-5	NM_001319210.1
Q6GQT0-2	NM_001173553.1
O60729-2	NM_003671.3
O60729-5	NM_001077181.1
Q6PFY9-2	NM_001122989.1
Q5SPX1-2	NM_177616.3
P0C7I6-7	XM_017026260.1
Q8C963-2	NM_025977.3
Q9D162-2	NM_001163741.2
A6NNP5-3	NM_001144982.2
A6NNP5-3	NM_001144983.2
A6NNP5-4	NM_001198908.1
A6NNP5-5	NM_001144985.2
A6NNP5-5	NM_001144986.2
A6NNP5-6	NM_001144984.2
Q8BXX9-2	NM_001290138.1
Q8BXX9-2	NM_001290141.1
Q8BXX9-2	XM_006501575.2
Q8BXX9-2	XM_017319613.1
Q8BXX9-2	XM_017319614.1
Q6TFL3-4	XM_005251397.2
Q6TFL3-4	XM_005251398.3
Q6TFL3-4	XM_005251399.4
Q6TFL3-4	XM_011517788.2
E9Q1U1-2	XM_006537989.3
Q5BJE1-2	NM_198995.2
Q5BJE1-3	XM_011525951.1
Q5TID7-3	NM_001300968.1
Q5TID7-3	NM_021179.2
A0A096LP49-2	NM_001291516.1
Q9BUN5-3	NM_001301011.1
Q9BUN5-3	XM_011542113.2
Q8NHW4-2	NM_001291468.1
Q8NHW4-3	NM_001291472.1
Q8NHW4-4	NM_001291475.1
Q8NHW4-5	NM_001291469.1
Q8NHW4-5	NM_001291470.1
Q8NHW4-6	NM_001291473.1
Q8NHW4-9	NM_001291474.1
Q8NHW4-10	NM_001291471.1
Q9NV96-2	NM_001143958.1
Q96AQ1-2	NM_001258306.1
Q96LY2-2	NM_001258307.1
Q5SP85-2	NM_001166661.2
Q9GZT6-3	NM_001286116.1
Q9GZT6-3	NM_001286117.1
Q8C3X2-2	NM_001162918.1
P92973-2	NM_001337221.1
P92973-2	NM_180130.2
Q3ECW2-2	NM_103617.4
O65370-2	NM_101080.2
Q8IX12-2	NM_001282959.1
Q8IX12-2	NM_001282960.1
Q8CH18-3	XM_006513997.2
Q49A88-2	NM_001308317.1
Q49A88-2	XM_005247713.2
Q96LX7-5	NM_001190182.1
Q86WR0-2	NM_001304532.1
Q86WR0-2	XM_011544570.2
Q86WR0-2	XM_011544571.2
Q8BVF4-2	NM_001270435.1
Q9BV29-3	NM_001289132.1
Q8N5R6-4	NM_001287181.1
Q8N5R6-5	NM_182791.3
Q8N5R6-6	NM_025055.4
Q96HJ3-2	NM_080654.2
Q4G0X9-2	NM_001243342.1
Q4G0X9-4	NM_001330508.1
Q96M95-2	NM_001158261.1
Q96MW1-2	NM_001099225.1
Q8IVM0-2	NM_178335.2
Q810U5-2	NM_001025615.3
Q2TAC2-2	NM_001316321.1
Q6P9F0-2	XM_006719644.1
Q8NA47-2	NM_001286243.1
Q8CDV6-2	NM_001289811.1
A2RUB6-3	NM_001012506.4
Q6NS45-2	XM_006519131.3
Q6NS45-3	XM_006519127.3
Q9BR77-2	NM_001130146.1
Q9BR77-2	NM_001130147.1
Q9BR77-2	NM_001130148.1
Q9CZH8-2	XM_006506494.3
Q9CZH8-2	XM_006506495.2
Q9CZH8-2	XM_011241433.2
Q6ZN84-2	NM_021827.4
Q8N4S0-2	NM_001318737.1
Q8IWF9-2	NM_173556.4
Q8IWF9-2	XM_011544839.2
Q8IWF9-2	XM_011544840.2
Q8IWF9-2	XM_011544841.1
Q7Z6B0-2	XM_005253415.1
Q7Z6B0-3	NM_001330367.1
Q53HC0-2	NM_001304961.1
Q6ZUT6-5	NM_207380.2
Q9BQI4-2	NM_001282658.1
Q96M83-3	NM_001026383.2
Q96M83-3	NM_145023.5
Q7KW14-2	NM_166899.2
Q8VHW7-2	XM_008758749.1
Q4V622-2	NM_001169589.2
Q8TD31-2	NM_001105564.1
Q8TD31-3	NM_001105563.1
Q8RWV3-2	NM_001084493.1
Q8RWV3-2	NM_001084494.1
Q16627-2	NM_032962.4
P78556-2	NM_001130046.1
O89093-2	NM_001159738.1
P55773-2	NM_005064.5
O15444-3	NM_001201359.1
Q9Z1X0-2	NM_001199961.1
Q9Z1X0-2	NM_001199962.1
Q9NUG4-2	NM_080625.3
Q9BSQ5-2	NM_001029835.2
Q9BSQ5-3	NM_001167935.1
Q9BSQ5-4	NM_001167934.1
O95388-2	NM_080838.2
O95388-3	NM_001204870.1
O95388-4	NM_001204869.1
O76076-2	NM_001323369.1
P78396-3	NM_001111045.1
P78396-3	NM_001111046.1
P78396-3	NM_001111047.1
P78396-3	XM_011535294.2
P78396-3	XM_011535295.2
P78396-3	XM_011535296.2
Q10654-2	NM_001028941.3
Q8WWL7-2	NM_033670.2
P20439-2	NM_166557.3
P20439-3	NM_166558.2
P24863-2	NM_001013399.1
P30281-2	NM_001136017.3
P30281-3	NM_001136125.2
P30281-4	NM_001136126.2
P30281-4	NM_001287434.1
P24864-3	NM_001322262.1
O01501-2	NM_001025857.2
P54733-2	NM_057612.5
Q6ZMN8-2	NM_001287252.1
Q6ZMN8-3	NM_001287253.1
Q14094-2	NM_001348134.1
Q5T5M9-2	NM_001134376.1
Q5T5M9-3	NM_001134375.1
Q5T5M9-3	XM_011539885.2
Q3TZI6-2	XM_011247248.1
Q9UK58-6	NM_001308185.1
Q96S94-3	NM_001320153.1
Q96S94-3	NM_001320155.1
Q96S94-5	NM_001039577.3
Q8N1B3-2	NM_001130997.2
O60563-2	NM_001277842.1
O60583-2	NM_001241.3
O96433-2	NM_001275064.2
O96433-2	NM_206395.3
P34624-2	NM_066457.3
Q8ND76-2	NM_001282852.1
Q8ND76-3	NM_001282853.1
Q8ND76-3	NM_181698.3
Q9ULG6-3	NM_001204451.1
Q9ULG6-5	NM_001204450.1
Q640L3-2	NM_001286544.1
Q640L3-3	NM_028181.5
P41597-2	NM_001123396.1
P51677-2	NM_178328.1
Q9LS39-2	NM_112735.4
A8MS41-2	NM_102889.5
A8MS41-3	NM_202214.3
A8MS41-5	NM_202215.3
A8MS41-6	NM_001332964.1
P51686-2	NM_001256369.1
P51686-2	NM_006641.3
O00421-2	NM_001130910.1
Q1PFW3-2	NM_001084070.2
Q9C0I3-2	NM_207491.2
Q8C0C4-3	XM_006505954.1
Q9H7U1-2	NM_001284241.1
Q9H7U1-3	NM_001284240.1
Q9H7U1-3	XM_017016340.1
Q9H7U1-4	NM_001284243.1
Q3UHI0-2	NM_001347502.1
Q9LD47-2	NM_001035952.3
Q9LD47-3	NM_001035953.2
Q8N7R7-2	NM_001142300.1
Q8N7R7-3	NM_152523.2
D3YUJ3-2	NM_001097644.1
F4I2S4-2	NM_179343.2
Q8BGN2-2	NM_027271.1
Q6YHK3-2	NM_001159588.2
Q6YHK3-4	NM_001159587.2
Q9UQ88-2	NM_024011.3
Q9UQ88-4	NM_033529.3
P21127-2	NM_033486.2
P21127-3	XM_017002926.1
P21127-5	NM_033487.2
P21127-8	NM_001291345.1
P21127-9	NM_033489.2
P21127-10	NM_033490.2
Q13740-2	NM_001243280.1
Q13740-3	NM_001243283.1
P15391-2	NM_001178098.1
P29016-2	XM_011510119.2
P15812-2	NM_001042583.2
P15812-3	NM_001042584.2
P15812-4	NM_001042585.2
P15812-5	NM_001185107.1
P15812-6	NM_001185115.1
P15812-7	NM_001185108.1
P15812-8	NM_001185112.1
P15812-9	NM_001042586.2
P15812-10	NM_001042587.2
P15812-11	NM_001185113.1
P15812-12	NM_001185110.1
P15812-13	NM_001185114.1
Q9NNX6-2	NM_001144897.1
Q9NNX6-3	NM_001144895.1
Q9NNX6-6	NM_001144896.1
Q9NNX6-7	NM_001144894.1
Q86Y33-2	NM_152623.2
Q86Y33-3	NM_001145734.2
P20273-2	NM_001185101.1
P20273-3	NM_001185099.1
P20273-4	NM_001185100.1
P20273-5	NM_001278417.1
Q9BZW8-2	NM_016382.3
Q9BZW8-3	XM_011509622.2
Q9BZW8-4	NM_001166664.1
P25063-2	NM_001291739.1
Q5ZPR3-2	NM_001329628.1
Q5ZPR3-2	NM_025240.2
P10747-2	NM_001243078.1
P10747-4	NM_001243077.1
Q8IX05-2	NM_001198763.1
Q9DCG2-2	NM_025422.4
Q9NPF0-2	NM_001165895.1
Q9Z1P5-2	NM_001305169.1
P20138-2	NM_001177608.1
P20138-3	NM_001082618.1
Q63994-2	NM_021293.3
P28906-2	NM_001773.2
P16671-3	NM_001289908.1
P16671-4	NM_001289909.1
A6H754-2	NM_001098931.1
Q9CZP7-2	NM_001302382.1
Q9CZP7-4	NM_001302380.1
P11049-2	NM_001040031.1
A0A0K2S4Q6-2	NM_001324076.1
P04234-2	NM_001040651.1
P20963-3	NM_000734.3
P24161-2	NM_031162.4
P16070-4	NM_001001389.1
P16070-10	NM_001001390.1
P16070-11	NM_001202555.1
P16070-12	NM_001001391.1
P16070-13	XM_011520488.1
P16070-15	NM_001202557.1
P16070-18	NM_001202556.1
P16070-19	NM_001001392.1
Q08722-3	NM_198793.2
Q61735-2	NM_010581.3
Q22695-2	NM_001083181.2
P08962-2	NM_001257392.1
P08962-3	NM_001257400.1
P08962-3	NM_001257401.1
P34810-3	NM_001040059.1
P30203-4	NM_001254750.1
P30203-5	NM_001254751.1
P30203-7	XM_011545362.1
Q61003-3	NM_001037801.2
P32970-2	NM_001330332.1
P11912-2	NM_021601.3
P40259-2	NM_021602.3
P40259-3	NM_001039933.2
P27701-2	NM_001024844.1
P42081-3	NM_006889.4
P42081-4	NM_176892.1
P42081-5	NM_001206924.1
P42081-6	NM_001206925.1
P42082-2	XM_011245812.1
P01732-2	NM_171827.3
P10966-2	NM_172101.3
P10966-3	NM_172102.3
P10966-6	NM_172213.3
P10966-9	NM_001178100.1
P14209-2	NM_001321367.1
P14209-3	NM_001122898.2
Q96GN5-4	NM_001127370.2
Q96GN5-5	NM_001127371.2
Q8BMD5-2	NM_001168537.1
Q8BMD5-3	NM_001168538.1
Q8BMD5-4	NM_001168536.1
P81299-5	NM_001026798.5
Q13042-2	NM_001318517.2
Q13042-2	NM_001330101.1
Q13042-3	NM_001318518.2
Q13042-4	NM_001330104.1
Q13042-4	NM_001330105.1
Q9S7I8-2	NM_001203971.1
G4RT11-2	NM_170919.4
G4RT11-3	NM_171844.4
G4RT11-4	NM_001264516.1
P30260-2	NM_001114091.2
A2A6Q5-2	NM_001285988.1
A2A6Q5-3	XM_006533050.2
P60953-1	NM_044472.2
P60766-1	NM_001243769.1
Q007T2-2	NM_001078680.1
O75419-2	NM_001178011.2
O75419-2	XM_011530418.2
O75419-3	NM_001178010.2
O82387-2	NM_179806.2
Q9Z0H0-2	NM_001271567.1
Q9BWT1-2	NM_031942.4
Q9H5V8-3	NM_178181.2
Q5VXM1-1	NM_201546.3
Q8BQH6-1	NM_172873.3
Q96JP9-2	NM_001171971.2
Q9HBB8-2	NM_031264.3
Q9HBB8-4	NM_001171968.1
Q8VHF2-2	NM_028069.3
Q9Y2V0-2	NM_001290232.1
Q9Y2V0-2	NM_001321756.1
Q9Y2V0-2	NM_032499.5
Q9H305-2	NM_001199055.1
Q9H305-3	NM_001199056.1
O14735-3	NM_001286585.1
Q15131-2	NM_001160367.1
Q15131-3	NM_001098533.2
Q15131-4	NM_052987.3
Q15131-4	XM_017023810.1
Q9NYV4-2	NM_015083.2
Q14AX6-2	NM_026952.2
Q14AX6-3	NM_001109628.1
Q3MJK5-2	NM_138916.2
Q14004-2	NM_031267.3
Q69ZA1-2	NM_027118.1
O94921-2	NM_012395.3
O94921-3	NM_001287136.1
Q96Q40-3	NM_001261436.1
Q96Q40-4	NM_139158.2
Q96Q40-5	NM_001261435.1
Q00536-2	NM_001170460.1
Q00536-3	NM_033018.3
Q04735-2	NM_001310456.1
Q8I7M8-2	NM_068971.5
Q00537-2	NM_001170464.2
Q07002-3	NM_212503.2
Q07002-3	XM_017001423.1
Q9BWU1-2	NM_001300963.1
Q9BWU1-2	NM_001300964.1
P06493-2	NM_033379.4
Q8IZL9-2	NM_001170640.1
Q8IZL9-3	NM_001170639.1
Q8IZL9-4	NM_178432.3
Q8IZL9-5	NM_012119.4
P24941-2	NM_052827.3
P97377-2	NM_016756.4
Q9XTR1-2	NM_077855.4
Q00535-2	NM_001164410.2
P49336-2	NM_001318368.1
Q8R3L8-3	XM_006504836.3
Q9TVL3-2	NM_060506.3
Q7SXE8-2	NM_212591.1
Q99J95-3	XM_011239001.1
O14519-2	NM_001270433.1
O14519-2	NM_001270434.1
Q91WE6-5	NM_001308486.1
Q9FGW5-2	NM_001126012.2
Q9FGW5-2	NM_001126013.2
Q9QUK0-2	NM_001276315.1
Q9QUK0-2	NM_177270.4
Q8IVW4-2	NM_016508.3
Q8BLF2-2	NM_001166654.1
Q8BLF2-2	XM_011248878.1
Q8BLF2-7	NM_001166656.1
Q8BLF2-4	NM_001166657.1
Q8BLF2-6	NM_001166655.1
Q9JM01-3	NM_021772.2
Q5MAI5-2	NM_001009565.2
O76039-1	NM_001037343.1
O76039-1	NM_003159.2
Q16667-2	NM_001130851.1
P49918-2	NM_001122630.1
P49918-2	NM_001122631.1
P49919-2	NM_009876.4
P42771-3	NM_058197.4
P42771-4	NM_001195132.1
P42772-2	NM_078487.2
Q4KMG0-2	NM_016952.4
Q8VY16-2	NM_001035648.1
Q9SZM3-2	NM_119985.2
Q9FKW4-2	NM_001085337.1
Q9FKW4-3	NM_001126036.2
Q9FKW4-3	NM_001345752.1
Q8RWL2-2	NM_001334707.1
Q8RWL2-2	NM_106253.4
Q94A03-2	NM_130078.4
Q94A03-3	NM_201962.2
Q94A03-4	NM_201963.2
P53439-2	NM_068896.3
P9WPF7-2	NC_000962.3
Q8MMC4-2	NM_001259584.2
Q8MMC4-2	NM_138137.4
Q9UKY7-2	NM_001134422.1
Q9UKY7-3	NM_001134423.2
Q4VAA2-2	NM_175565.3
Q9Y6F8-2	NM_001003895.1
Q9Y6F8-2	NM_004680.2
Q9Y232-2	NM_004824.3
Q9Y232-4	NM_001143970.1
Q9Y232-4	NM_001143971.1
Q9WTK2-2	NM_001123386.1
Q49AR2-2	XM_006714480.3
Q8BGC1-3	NM_001166360.1
Q7Z6I8-2	NM_001300894.1
Q8N8E3-2	NM_001037325.2
Q5PR68-2	NM_145688.2
A0JN62-2	NM_001078000.2
Q8N960-2	NM_001166226.1
Q8N960-2	XM_011543185.2
O94986-3	NM_014985.3
Q5TB80-2	NM_001286206.1
Q9UPV0-2	NM_001271933.1
Q9UPV0-2	XM_005271457.1
Q5SW79-2	NM_001042405.1
Q5SW79-3	NM_001042404.1
Q8BQ48-3	NM_176976.4
Q8IYX8-2	NM_001271853.1
Q5SZL2-4	NM_001178035.1
Q5SZL2-4	XM_017010846.1
Q5SZL2-5	NM_206921.2
Q7Z692-3	NM_001127893.1
Q6UY09-2	NM_001102600.2
Q6UY09-3	NM_001102599.2
Q6UY09-4	NM_001102598.2
Q3KPI0-2	NM_033543.5
Q3KPI0-2	XM_005278397.3
P13688-4	XM_011527206.1
P13688-5	NM_001184815.1
P13688-6	NM_001184813.1
P13688-8	NM_001024912.2
P13688-10	NM_001205344.1
P13688-11	NM_001184816.1
P31809-2	NM_001039186.1
P16573-2	NM_001033862.1
Q925P2-2	NM_001113369.1
Q925P2-3	NM_007543.4
P40198-3	NM_001277163.2
P06731-2	NM_001308398.1
P06731-2	XM_017026145.1
P49715-2	NM_001287435.1
P49715-3	NM_001285829.1
P49715-4	NM_001287424.1
P53566-3	NM_001287515.1
P53566-4	NM_001287521.1
P53566-5	NM_001287514.1
P05554-2	NM_001287578.1
P05554-3	NM_001287579.1
P05554-4	NM_001287577.1
P17676-2	NM_001285878.1
P17676-3	NM_001285879.1
P28033-3	NM_001287738.1
P28033-2	NM_001287739.1
P21272-2	NM_001301715.1
P21272-3	NM_001301720.1
Q9BXF3-3	NM_001290047.1
E9Q2Z1-2	NM_001128151.1
Q9XWD6-2	NM_001026601.3
Q9XWD6-4	NM_001083152.2
P30429-1	NM_001026032.1
P34358-2	NM_066714.3
P34358-3	NM_001026054.2
Q9NGC3-2	NM_078838.3
Q9NGC3-3	NM_165068.2
Q9UHN6-2	NM_001135820.1
Q9IBD0-2	NM_001328413.1
Q92879-2	NM_006560.3
Q92879-3	NM_198700.2
Q92879-4	NM_001172639.1
Q92879-6	NM_001172640.1
P28659-4	NM_017368.3
Q6P0B1-2	NM_194401.1
Q6P0B1-3	XM_005164862.3
Q6P0B1-4	XM_005164864.3
O95319-2	NM_001025076.2
O95319-2	NM_001326318.1
O95319-2	NM_001326320.1
O95319-2	NM_001326324.1
O95319-2	NM_001326328.1
O95319-2	NM_001326330.1
O95319-2	NM_001326334.1
O95319-2	NM_001326345.1
O95319-2	NM_001326349.1
O95319-5	NM_001083591.1
Q9Z0H4-2	NM_001110230.1
Q9Z0H4-4	NM_001110231.1
Q9Z0H4-5	NM_001347094.1
Q9Z0H4-6	NM_001110229.1
Q9Z0H4-7	NM_001110232.1
Q9Z0H4-9	NM_001110228.1
Q9Z0H4-9	NM_001160293.1
Q792H5-4	NM_017197.3
Q7ZXE2-2	NM_001171973.1
Q7ZXE2-2	XM_018250629.1
Q5SZQ8-2	NM_001291106.1
Q5SZQ8-3	NM_001291107.1
Q5SZQ8-4	NM_001172649.3
Q8CIN6-2	NM_001289613.1
Q9BZC1-2	NM_001330603.1
Q9BZC1-3	NM_001025088.1
Q9BZC1-4	NM_001025087.1
Q9BZC1-5	NM_001025089.1
Q7TSY6-2	NM_133195.3
Q7TSY6-3	NM_001146293.1
Q7TSY6-4	NM_001174074.1
Q7TSY6-5	NM_001146292.1
Q7TSY6-6	NM_001146294.1
Q5NVC8-3	NM_001135361.1
Q8N6W0-2	NM_001172673.1
Q96J87-3	NM_001172684.1
Q96J87-4	NM_001172685.1
G5EDK5-2	NM_001313142.1
G5EDK5-3	NM_001313143.1
P49450-2	NM_001042426.1
Q02224-3	NM_001286734.1
Q92674-2	NM_001318523.1
Q9ESN5-2	NM_181061.5
Q8N0S6-2	NM_001127181.2
Q9NSP4-2	NM_001304371.1
Q9NSP4-3	NM_001110215.2
Q9NSP4-4	NM_001002876.2
Q9CQA0-2	NM_178269.3
Q96H22-2	NM_018455.5
Q96H22-2	XM_017023456.1
Q96H22-3	NM_001100625.2
Q96H22-4	NM_001270473.1
Q96H22-5	NM_001270474.1
Q9BU64-2	NM_001199803.2
Q8K015-2	XM_011243884.2
Q6IPU0-2	NM_001286971.1
Q13352-5	NM_001206739.1
Q8N2Z9-2	NM_198544.3
Q8N2Z9-3	NM_199006.2
Q7Z7K6-3	NM_181716.2
Q5EE01-2	NM_001286524.1
A8MT69-2	NM_144998.3
A8MT69-3	NM_001271007.1
Q8C4X1-4	NM_001347611.1
Q8BGD0-2	NM_146051.3
Q96NB1-2	NM_001304497.1
Q9BYV8-2	NM_001257158.1
Q9BYV8-4	NM_001257160.1
Q9BYV8-5	NM_001257159.1
O95684-2	NM_194429.2
Q66JX5-2	NM_201230.5
Q9C0F1-2	NM_001145314.1
Q9C0F1-2	XM_011532285.2
Q9C0F1-2	XM_011532286.2
Q9C0F1-2	XM_011532287.2
Q8BT07-2	NM_028760.2
Q86XR8-2	NM_001243777.1
Q86XR8-5	NM_001243776.1
Q86XR8-5	XM_017018592.1
Q8CEE0-3	XM_006510649.1
Q6PGZ0-2	NM_200602.1
Q96MT8-2	NM_001042400.1
Q96MT8-3	NM_001042383.1
Q96MT8-4	NM_001042384.1
Q76N32-2	NM_001319101.1
Q8NHQ1-2	NM_001288966.1
Q8NHQ1-3	NM_001320600.1
Q8NHQ1-4	NM_001288964.1
Q8NHQ1-5	NM_001288965.1
Q8TAP6-2	NM_001271989.1
Q5JTW2-2	NM_001098802.1
Q5JTW2-3	NM_001330691.1
Q5JTW2-5	NM_032171.1
Q6P2H3-2	NM_001319944.1
Q6P2H3-3	NM_001281518.2
Q6P2H3-4	NM_001281517.2
Q96GE4-2	NM_001316990.1
Q8BGS7-2	NM_001293694.1
F4HVY0-2	NM_001197961.1
F4HVY0-3	NM_180601.2
Q49MI3-2	NM_201548.4
Q49MI3-3	NM_001030313.2
Q49MI3-4	NM_001030312.2
Q49MI3-9	NM_001160277.1
F4HVX7-2	NM_202013.1
F4IR05-2	NM_001124992.2
P27544-2	NM_198207.2
Q1A3B0-2	NM_001164201.1
Q8N5B7-2	NM_001281731.1
Q6ZMG9-2	NM_001256126.1
Q9Y5P4-2	NM_031361.2
Q9Y5P4-3	NM_001130105.1
Q9EQG9-2	NM_001164222.1
P45961-2	NM_001027157.2
Q6UWU4-2	NM_152734.3
Q6UWU4-3	NM_001286636.1
Q6UWU4-3	NM_001286637.1
A1A4V9-4	NM_001195620.1
Q5SQH8-2	XM_011514384.1
Q5SQH8-3	NM_145029.3
Q5NC57-2	NM_001162878.1
Q29RL1-2	NM_001046137.2
Q6PE87-2	NM_027041.4
Q6ZVT6-2	NM_198463.2
Q8TBY9-2	NM_001178003.1
Q9H0I3-2	NM_001142302.1
Q5T5A4-2	NM_001122961.1
Q6V702-1	NM_001206997.1
P20385-2	NM_175963.3
P20385-2	NM_175964.2
P20385-2	NM_175965.2
O43822-3	NM_001271440.1
O43822-4	NM_001271441.1
Q95Y36-2	NM_001313288.1
Q96G28-2	NM_001282761.1
Q96MT7-1	NM_018338.3
Q6ZTR5-1	NM_152632.3
Q6ZTR5-6	XM_017029453.1
Q8N1V2-3	NM_001080556.1
Q9D439-2	XM_011247012.1
Q8C6S9-2	NM_001347060.1
Q96MR6-2	NM_001167965.1
Q96MR6-2	NM_152498.3
Q8NHU2-3	NM_001167816.1
Q6ZU64-3	NM_152389.3
Q9D131-2	NM_001311073.1
A5D8W1-5	NM_001160138.1
D3YVL2-2	NM_001163639.1
D3YVL2-3	NM_001163638.1
Q3UY96-2	NM_177674.5
Q6ZQR2-2	NM_001282957.1
A0A087WRI3-2	NM_001166705.1
Q7Z4T9-3	NM_001320317.1
Q7Z4T9-6	NM_001320318.1
Q9ULG3-2	NM_001348522.1
Q9ULG3-2	NM_001348523.1
Q5VTT2-2	NM_001308084.1
Q9P2B7-2	NM_001292033.1
P03953-2	NM_001291915.2
Q9FKW3-2	NM_126020.2
O15519-2	NM_001127184.2
O15519-3	NM_001202518.1
O15519-3	NM_001202519.1
O15519-4	NM_001202515.1
O15519-8	NM_001202516.1
O15519-11	NM_001308042.1
O15519-15	NM_001202517.1
Q9XUE7-6	NM_001268855.1
Q9XUE7-7	NM_001268856.1
A6NKQ9-2	NM_033377.1
Q8VZF3-2	NM_180142.2
Q94A99-2	NM_202956.3
A8DYP7-2	NM_001299938.1
A8DYP7-3	NM_001103984.2
A8DYP7-4	NM_001103983.2
P32929-2	NM_153742.4
P32929-3	NM_001190463.1
Q99674-2	NM_001166240.1
Q21054-2	NM_062780.5
Q3U6N9-3	NM_054099.2
Q8BZJ8-2	NM_001160370.2
Q8BZJ8-4	NM_001160371.2
Q8NAV2-2	NM_173686.2
Q66JV7-2	NM_001004155.2
Q15782-5	NM_001025199.1
Q15782-6	NM_001025197.1
Q9CQG1-2	NM_001290667.1
H2L0H3-3	NM_001047514.2
Q9BSY4-2	XM_005263824.3
Q9BUK0-2	NM_024300.4
Q9BUK0-3	NM_001011669.2
Q9BUK0-3	NM_001317858.1
Q9BUK0-4	NM_001011668.2
Q9BUK0-5	NM_001011670.2
Q9D979-2	XM_006534344.3
Q86WJ1-3	NM_001256338.2
Q86WJ1-4	NM_001348453.1
Q86WJ1-4	NM_024568.3
Q86WJ1-5	NM_001256337.2
Q86WJ1-5	NM_001348456.1
Q86WJ1-5	NM_001348457.1
Q86WJ1-5	NM_001348458.1
Q86WJ1-5	NM_001348459.1
Q86WJ1-5	NM_001348460.1
Q86WJ1-5	NM_001348461.1
Q86WJ1-5	NM_001348462.1
Q86WJ1-5	NM_001348463.1
Q86WJ1-5	NM_001348464.1
Q86WJ1-5	NM_001348465.1
Q86WJ1-5	NM_001348466.1
O14647-3	NM_001042572.2
Q12873-2	NM_005852.3
Q12873-3	NM_001005271.2
A3KFM7-2	XM_011239776.2
Q9P2D1-4	NM_001316690.1
Q9HCK8-2	NM_020920.3
Q3L8U1-2	NM_025134.4
Q8BYH8-2	NM_177224.2
Q93833-2	NM_001264469.1
Q96EP1-2	NM_001161346.1
Q96EP1-3	NM_018223.2
Q96EP1-4	NM_001161345.1
Q96EP1-5	NM_001161347.1
Q810L3-2	NM_172717.4
Q810L3-3	NM_001289578.1
Q810L3-4	NM_001289579.1
Q810L3-4	XM_011249445.2
Q810L3-4	XM_011249446.2
Q9BZP6-2	NM_001258001.1
Q9BZP6-2	NM_001258003.1
Q9BZP6-2	NM_021797.3
Q9BZP6-3	NM_001040623.2
Q9BZP6-3	NM_001258002.1
Q9BZP6-3	NM_001258004.1
Q9BZP6-3	NM_001258005.1
Q9BZP6-3	XM_017001047.1
Q5VXU3-2	NM_001300884.1
Q9BWS9-2	NM_001142676.1
Q9BWS9-3	NM_001142677.1
Q922Q9-2	NM_026522.5
Q9NK54-2	NM_001273570.2
Q9NK54-2	NM_165156.3
P15882-2	NM_001206602.1
P15882-3	NM_001025201.3
Q91V57-2	NM_175752.3
Q91V57-3	NM_029716.3
P52757-3	NM_001039936.2
P52757-4	NM_001293073.1
P52757-5	NM_001293076.1
P52757-6	NM_001293075.1
P52757-7	NM_001293080.1
Q80XD1-2	NM_001311133.1
Q80XD1-3	NM_001311134.1
Q9UNE7-2	NM_001293197.1
Q13231-4	NM_001256125.1
Q9D7Q1-2	NM_001284524.1
Q9D7Q1-2	XM_006529881.2
O14757-2	NM_001330428.1
O14757-3	NM_001244846.1
O96017-9	NM_001005735.1
O96017-12	NM_145862.2
O96017-13	NM_001257387.1
O96017-13	XM_011529845.2
P35790-2	NM_212469.1
O54804-2	NM_013490.4
Q01134-2	NM_017127.1
Q9SW18-2	NM_001125580.1
Q9UQN3-2	NM_001244644.1
Q9Y3E7-2	NM_001005753.2
Q9Y3E7-3	NM_001198954.1
Q9Y3E7-4	NM_001193517.1
Q9NZZ3-2	NM_001195536.1
Q7YU81-2	NM_137169.4
Q7YU81-2	NM_206119.2
